Div,Date,Time,HomeTeam,AwayTeam,HomeScore,AwayScore,Result
D1,9/11/19,14:30,Schalke 04,Fortuna Dusseldorf,3,3,D
D1,9/11/19,17:30,Bayern Munich,Dortmund,4,0,H
D1,10/11/19,12:30,M'gladbach,Werder Bremen,3,1,H
D1,10/11/19,14:30,Wolfsburg,Leverkusen,0,2,A
D1,10/11/19,17:00,Freiburg,Ein Frankfurt,1,0,H
D1,22/11/2019,19:30,Dortmund,Paderborn,3,3,D
D1,23/11/2019,14:30,Ein Frankfurt,Wolfsburg,0,2,A
D1,23/11/2019,14:30,Fortuna Dusseldorf,Bayern Munich,0,4,A
D1,23/11/2019,14:30,Leverkusen,Freiburg,1,1,D
D1,23/11/2019,14:30,Union Berlin,M'gladbach,2,0,H
D1,23/11/2019,14:30,Werder Bremen,Schalke 04,1,2,A
D1,23/11/2019,17:30,RB Leipzig,FC Koln,4,1,H
D1,24/11/2019,14:30,Augsburg,Hertha,4,0,H
D1,24/11/2019,17:00,Hoffenheim,Mainz,1,5,A
D1,29/11/2019,19:30,Schalke 04,Union Berlin,2,1,H
D1,30/11/2019,14:30,FC Koln,Augsburg,1,1,D
D1,30/11/2019,14:30,Hertha,Dortmund,1,2,A
D1,30/11/2019,14:30,Hoffenheim,Fortuna Dusseldorf,1,1,D
D1,30/11/2019,14:30,Paderborn,RB Leipzig,2,3,A
D1,30/11/2019,17:30,Bayern Munich,Leverkusen,1,2,A
D1,1/12/19,14:30,M'gladbach,Freiburg,4,2,H
D1,1/12/19,17:00,Wolfsburg,Werder Bremen,2,3,A
D1,2/12/19,19:30,Mainz,Ein Frankfurt,2,1,H
D1,6/12/19,19:30,Ein Frankfurt,Hertha,2,2,D
D1,7/12/19,14:30,Augsburg,Mainz,2,1,H
D1,7/12/19,14:30,Dortmund,Fortuna Dusseldorf,5,0,H
D1,7/12/19,14:30,Freiburg,Wolfsburg,1,0,H
D1,7/12/19,14:30,M'gladbach,Bayern Munich,2,1,H
D1,7/12/19,14:30,RB Leipzig,Hoffenheim,3,1,H
D1,7/12/19,17:30,Leverkusen,Schalke 04,2,1,H
D1,8/12/19,14:30,Union Berlin,FC Koln,2,0,H
D1,8/12/19,17:00,Werder Bremen,Paderborn,0,1,A
D1,13/12/2019,19:30,Hoffenheim,Augsburg,2,4,A
D1,14/12/2019,14:30,Bayern Munich,Werder Bremen,6,1,H
D1,14/12/2019,14:30,FC Koln,Leverkusen,2,0,H
D1,14/12/2019,14:30,Hertha,Freiburg,1,0,H
D1,14/12/2019,14:30,Mainz,Dortmund,0,4,A
D1,14/12/2019,14:30,Paderborn,Union Berlin,1,1,D
D1,14/12/2019,17:30,Fortuna Dusseldorf,RB Leipzig,0,3,A
D1,15/12/2019,14:30,Wolfsburg,M'gladbach,2,1,H
D1,15/12/2019,17:00,Schalke 04,Ein Frankfurt,1,0,H
D1,17/12/2019,17:30,Werder Bremen,Mainz,0,5,A
D1,17/12/2019,19:30,Augsburg,Fortuna Dusseldorf,3,0,H
D1,17/12/2019,19:30,Dortmund,RB Leipzig,3,3,D
D1,17/12/2019,19:30,Union Berlin,Hoffenheim,0,2,A
D1,18/12/2019,17:30,Leverkusen,Hertha,0,1,A
D1,18/12/2019,19:30,Ein Frankfurt,FC Koln,2,4,A
D1,18/12/2019,19:30,Freiburg,Bayern Munich,1,3,A
D1,18/12/2019,19:30,M'gladbach,Paderborn,2,0,H
D1,18/12/2019,19:30,Wolfsburg,Schalke 04,1,1,D
D1,20/12/2019,19:30,Hoffenheim,Dortmund,2,1,H
D1,21/12/2019,14:30,Bayern Munich,Wolfsburg,2,0,H
D1,21/12/2019,14:30,FC Koln,Werder Bremen,1,0,H
D1,21/12/2019,14:30,Mainz,Leverkusen,0,1,A
D1,21/12/2019,14:30,RB Leipzig,Augsburg,3,1,H
D1,21/12/2019,14:30,Schalke 04,Freiburg,2,2,D
D1,21/12/2019,17:30,Hertha,M'gladbach,0,0,D
D1,22/12/2019,14:30,Fortuna Dusseldorf,Union Berlin,2,1,H
D1,22/12/2019,17:00,Paderborn,Ein Frankfurt,2,1,H
D1,17/01/2020,19:30,Schalke 04,M'gladbach,2,0,H
D1,18/01/2020,14:30,Augsburg,Dortmund,3,5,A
D1,18/01/2020,14:30,FC Koln,Wolfsburg,3,1,H
D1,18/01/2020,14:30,Fortuna Dusseldorf,Werder Bremen,0,1,A
D1,18/01/2020,14:30,Hoffenheim,Ein Frankfurt,1,2,A
D1,18/01/2020,14:30,Mainz,Freiburg,1,2,A
D1,18/01/2020,17:30,RB Leipzig,Union Berlin,3,1,H
D1,19/01/2020,14:30,Hertha,Bayern Munich,0,4,A
D1,19/01/2020,17:00,Paderborn,Leverkusen,1,4,A
D1,24/01/2020,19:30,Dortmund,FC Koln,5,1,H
D1,25/01/2020,14:30,Ein Frankfurt,RB Leipzig,2,0,H
D1,25/01/2020,14:30,Freiburg,Paderborn,0,2,A
D1,25/01/2020,14:30,M'gladbach,Mainz,3,1,H
D1,25/01/2020,14:30,Union Berlin,Augsburg,2,0,H
D1,25/01/2020,14:30,Wolfsburg,Hertha,1,2,A
D1,25/01/2020,17:30,Bayern Munich,Schalke 04,5,0,H
D1,26/01/2020,14:30,Werder Bremen,Hoffenheim,0,3,A
D1,26/01/2020,17:00,Leverkusen,Fortuna Dusseldorf,3,0,H
D1,31/01/2020,19:30,Hertha,Schalke 04,0,0,D
D1,1/2/20,14:30,Augsburg,Werder Bremen,2,1,H
D1,1/2/20,14:30,Dortmund,Union Berlin,5,0,H
D1,1/2/20,14:30,Fortuna Dusseldorf,Ein Frankfurt,1,1,D
D1,1/2/20,14:30,Hoffenheim,Leverkusen,2,1,H
D1,1/2/20,14:30,Mainz,Bayern Munich,1,3,A
D1,1/2/20,17:30,RB Leipzig,M'gladbach,2,2,D
D1,2/2/20,14:30,FC Koln,Freiburg,4,0,H
D1,2/2/20,17:00,Paderborn,Wolfsburg,2,4,A
D1,7/2/20,19:30,Ein Frankfurt,Augsburg,5,0,H
D1,8/2/20,14:30,Freiburg,Hoffenheim,1,0,H
D1,8/2/20,14:30,Hertha,Mainz,1,3,A
D1,8/2/20,14:30,Schalke 04,Paderborn,1,1,D
D1,8/2/20,14:30,Werder Bremen,Union Berlin,0,2,A
D1,8/2/20,14:30,Wolfsburg,Fortuna Dusseldorf,1,1,D
D1,8/2/20,17:30,Leverkusen,Dortmund,4,3,H
D1,9/2/20,17:00,Bayern Munich,RB Leipzig,0,0,D
D1,14/02/2020,19:30,Dortmund,Ein Frankfurt,4,0,H
D1,15/02/2020,14:30,Augsburg,Freiburg,1,1,D
D1,15/02/2020,14:30,Hoffenheim,Wolfsburg,2,3,A
D1,15/02/2020,14:30,Paderborn,Hertha,1,2,A
D1,15/02/2020,14:30,RB Leipzig,Werder Bremen,3,0,H
D1,15/02/2020,14:30,Union Berlin,Leverkusen,2,3,A
D1,15/02/2020,17:30,Fortuna Dusseldorf,M'gladbach,1,4,A
D1,16/02/2020,14:30,FC Koln,Bayern Munich,1,4,A
D1,16/02/2020,17:00,Mainz,Schalke 04,0,0,D
D1,21/02/2020,19:30,Bayern Munich,Paderborn,3,2,H
D1,22/02/2020,14:30,Freiburg,Fortuna Dusseldorf,0,2,A
D1,22/02/2020,14:30,Hertha,FC Koln,0,5,A
D1,22/02/2020,14:30,M'gladbach,Hoffenheim,1,1,D
D1,22/02/2020,14:30,Werder Bremen,Dortmund,0,2,A
D1,22/02/2020,17:30,Schalke 04,RB Leipzig,0,5,A
D1,23/02/2020,14:30,Leverkusen,Augsburg,2,0,H
D1,23/02/2020,17:00,Wolfsburg,Mainz,4,0,H
D1,24/02/2020,19:30,Ein Frankfurt,Union Berlin,1,2,A
D1,28/02/2020,19:30,Fortuna Dusseldorf,Hertha,3,3,D
D1,29/02/2020,14:30,Augsburg,M'gladbach,2,3,A
D1,29/02/2020,14:30,Dortmund,Freiburg,1,0,H
D1,29/02/2020,14:30,Hoffenheim,Bayern Munich,0,6,A
D1,29/02/2020,14:30,Mainz,Paderborn,2,0,H
D1,29/02/2020,17:30,FC Koln,Schalke 04,3,0,H
D1,1/3/20,12:30,Union Berlin,Wolfsburg,2,2,D
D1,1/3/20,14:30,RB Leipzig,Leverkusen,1,1,D
D1,6/3/20,19:00,Paderborn,FC Koln,1,2,A
D1,7/3/20,14:30,Freiburg,Union Berlin,3,1,H
D1,7/3/20,14:30,Hertha,Werder Bremen,2,2,D
D1,7/3/20,14:30,Leverkusen,Ein Frankfurt,4,0,H
D1,7/3/20,14:30,Schalke 04,Hoffenheim,1,1,D
D1,7/3/20,14:30,Wolfsburg,RB Leipzig,0,0,D
D1,7/3/20,17:30,M'gladbach,Dortmund,1,2,A
D1,8/3/20,14:30,Bayern Munich,Augsburg,2,0,H
D1,8/3/20,17:00,Mainz,Fortuna Dusseldorf,1,1,D
D1,11/3/20,17:30,M'gladbach,FC Koln,2,1,H
D1,16/05/2020,14:30,Augsburg,Wolfsburg,1,2,A
D1,16/05/2020,14:30,Dortmund,Schalke 04,4,0,H
D1,16/05/2020,14:30,Fortuna Dusseldorf,Paderborn,0,0,D
D1,16/05/2020,14:30,Hoffenheim,Hertha,0,3,A
D1,16/05/2020,14:30,RB Leipzig,Freiburg,1,1,D
D1,16/05/2020,17:30,Ein Frankfurt,M'gladbach,1,3,A
D1,17/05/2020,14:30,FC Koln,Mainz,2,2,D
D1,17/05/2020,17:00,Union Berlin,Bayern Munich,0,2,A
D1,18/05/2020,19:30,Werder Bremen,Leverkusen,1,4,A
D1,22/05/2020,19:30,Hertha,Union Berlin,4,0,H
D1,23/05/2020,14:30,Freiburg,Werder Bremen,0,1,A
D1,23/05/2020,14:30,M'gladbach,Leverkusen,1,3,A
D1,23/05/2020,14:30,Paderborn,Hoffenheim,1,1,D
D1,23/05/2020,14:30,Wolfsburg,Dortmund,0,2,A
D1,23/05/2020,17:30,Bayern Munich,Ein Frankfurt,5,2,H
D1,24/05/2020,12:30,Schalke 04,Augsburg,0,3,A
D1,24/05/2020,14:30,Mainz,RB Leipzig,0,5,A
D1,24/05/2020,17:00,FC Koln,Fortuna Dusseldorf,2,2,D
D1,26/05/2020,17:30,Dortmund,Bayern Munich,0,1,A
D1,26/05/2020,19:30,Ein Frankfurt,Freiburg,3,3,D
D1,26/05/2020,19:30,Leverkusen,Wolfsburg,1,4,A
D1,26/05/2020,19:30,Werder Bremen,M'gladbach,0,0,D
D1,27/05/2020,17:30,RB Leipzig,Hertha,2,2,D
D1,27/05/2020,19:30,Augsburg,Paderborn,0,0,D
D1,27/05/2020,19:30,Fortuna Dusseldorf,Schalke 04,2,1,H
D1,27/05/2020,19:30,Hoffenheim,FC Koln,3,1,H
D1,27/05/2020,19:30,Union Berlin,Mainz,1,1,D
D1,29/05/2020,19:30,Freiburg,Leverkusen,0,1,A
D1,30/05/2020,14:30,Hertha,Augsburg,2,0,H
D1,30/05/2020,14:30,Mainz,Hoffenheim,0,1,A
D1,30/05/2020,14:30,Schalke 04,Werder Bremen,0,1,A
D1,30/05/2020,14:30,Wolfsburg,Ein Frankfurt,1,2,A
D1,30/05/2020,17:30,Bayern Munich,Fortuna Dusseldorf,5,0,H
D1,31/05/2020,14:30,M'gladbach,Union Berlin,4,1,H
D1,31/05/2020,17:00,Paderborn,Dortmund,1,6,A
D1,1/6/20,19:30,FC Koln,RB Leipzig,2,4,A
D1,3/6/20,19:30,Werder Bremen,Ein Frankfurt,0,3,A
D1,5/6/20,19:30,Freiburg,M'gladbach,1,0,H
D1,6/6/20,14:30,Ein Frankfurt,Mainz,0,2,A
D1,6/6/20,14:30,Fortuna Dusseldorf,Hoffenheim,2,2,D
D1,6/6/20,14:30,Leverkusen,Bayern Munich,2,4,A
D1,6/6/20,14:30,RB Leipzig,Paderborn,1,1,D
D1,6/6/20,17:30,Dortmund,Hertha,1,0,H
D1,7/6/20,12:30,Werder Bremen,Wolfsburg,0,1,A
D1,7/6/20,14:30,Union Berlin,Schalke 04,1,1,D
D1,7/6/20,17:00,Augsburg,FC Koln,1,1,D
D1,12/6/20,19:30,Hoffenheim,RB Leipzig,0,2,A
D1,13/06/2020,14:30,FC Koln,Union Berlin,1,2,A
D1,13/06/2020,14:30,Fortuna Dusseldorf,Dortmund,0,1,A
D1,13/06/2020,14:30,Hertha,Ein Frankfurt,1,4,A
D1,13/06/2020,14:30,Paderborn,Werder Bremen,1,5,A
D1,13/06/2020,14:30,Wolfsburg,Freiburg,2,2,D
D1,13/06/2020,17:30,Bayern Munich,M'gladbach,2,1,H
D1,14/06/2020,14:30,Mainz,Augsburg,0,1,A
D1,14/06/2020,17:00,Schalke 04,Leverkusen,1,1,D
D1,16/06/2020,17:30,M'gladbach,Wolfsburg,3,0,H
D1,16/06/2020,19:30,Freiburg,Hertha,2,1,H
D1,16/06/2020,19:30,Union Berlin,Paderborn,1,0,H
D1,16/06/2020,19:30,Werder Bremen,Bayern Munich,0,1,A
D1,17/06/2020,17:30,Ein Frankfurt,Schalke 04,2,1,H
D1,17/06/2020,19:30,Augsburg,Hoffenheim,1,3,A
D1,17/06/2020,19:30,Dortmund,Mainz,0,2,A
D1,17/06/2020,19:30,Leverkusen,FC Koln,3,1,H
D1,17/06/2020,19:30,RB Leipzig,Fortuna Dusseldorf,2,2,D
D1,20/06/2020,14:30,Bayern Munich,Freiburg,3,1,H
D1,20/06/2020,14:30,FC Koln,Ein Frankfurt,1,1,D
D1,20/06/2020,14:30,Fortuna Dusseldorf,Augsburg,1,1,D
D1,20/06/2020,14:30,Hertha,Leverkusen,2,0,H
D1,20/06/2020,14:30,Hoffenheim,Union Berlin,4,0,H
D1,20/06/2020,14:30,Mainz,Werder Bremen,3,1,H
D1,20/06/2020,14:30,Paderborn,M'gladbach,1,3,A
D1,20/06/2020,14:30,RB Leipzig,Dortmund,0,2,A
D1,20/06/2020,14:30,Schalke 04,Wolfsburg,1,4,A
D1,27/06/2020,14:30,Augsburg,RB Leipzig,1,2,A
D1,27/06/2020,14:30,Dortmund,Hoffenheim,0,4,A
D1,27/06/2020,14:30,Ein Frankfurt,Paderborn,3,2,H
D1,27/06/2020,14:30,Freiburg,Schalke 04,4,0,H
D1,27/06/2020,14:30,Leverkusen,Mainz,1,0,H
D1,27/06/2020,14:30,M'gladbach,Hertha,2,1,H
D1,27/06/2020,14:30,Union Berlin,Fortuna Dusseldorf,3,0,H
D1,27/06/2020,14:30,Werder Bremen,FC Koln,6,1,H
D1,27/06/2020,14:30,Wolfsburg,Bayern Munich,0,4,A
I1,24/08/2019,17:00,Parma,Juventus,0,1,A
I1,24/08/2019,19:45,Fiorentina,Napoli,3,4,A
I1,25/08/2019,17:00,Udinese,Milan,1,0,H
I1,25/08/2019,19:45,Cagliari,Brescia,0,1,A
I1,25/08/2019,19:45,Roma,Genoa,3,3,D
I1,25/08/2019,19:45,Sampdoria,Lazio,0,3,A
I1,25/08/2019,19:45,Spal,Atalanta,2,3,A
I1,25/08/2019,19:45,Torino,Sassuolo,2,1,H
I1,25/08/2019,19:45,Verona,Bologna,1,1,D
I1,26/08/2019,19:45,Inter,Lecce,4,0,H
I1,30/08/2019,19:45,Bologna,Spal,1,0,H
I1,31/08/2019,17:00,Milan,Brescia,1,0,H
I1,31/08/2019,19:45,Juventus,Napoli,4,3,H
I1,1/9/19,17:00,Lazio,Roma,1,1,D
I1,1/9/19,19:45,Atalanta,Torino,2,3,A
I1,1/9/19,19:45,Cagliari,Inter,1,2,A
I1,1/9/19,19:45,Genoa,Fiorentina,2,1,H
I1,1/9/19,19:45,Lecce,Verona,0,1,A
I1,1/9/19,19:45,Sassuolo,Sampdoria,4,1,H
I1,1/9/19,19:45,Udinese,Parma,1,3,A
I1,14/09/2019,14:00,Fiorentina,Juventus,0,0,D
I1,14/09/2019,17:00,Napoli,Sampdoria,2,0,H
I1,14/09/2019,19:45,Inter,Udinese,1,0,H
I1,15/09/2019,11:30,Genoa,Atalanta,1,2,A
I1,15/09/2019,14:00,Brescia,Bologna,3,4,A
I1,15/09/2019,14:00,Parma,Cagliari,1,3,A
I1,15/09/2019,14:00,Spal,Lazio,2,1,H
I1,15/09/2019,17:00,Roma,Sassuolo,4,2,H
I1,15/09/2019,19:45,Verona,Milan,0,1,A
I1,16/09/2019,19:45,Torino,Lecce,1,2,A
I1,20/09/2019,19:45,Cagliari,Genoa,3,1,H
I1,21/09/2019,14:00,Udinese,Brescia,0,1,A
I1,21/09/2019,17:00,Juventus,Verona,2,1,H
I1,21/09/2019,19:45,Milan,Inter,0,2,A
I1,22/09/2019,11:30,Sassuolo,Spal,3,0,H
I1,22/09/2019,14:00,Bologna,Roma,1,2,A
I1,22/09/2019,14:00,Lecce,Napoli,1,4,A
I1,22/09/2019,14:00,Sampdoria,Torino,1,0,H
I1,22/09/2019,17:00,Atalanta,Fiorentina,2,2,D
I1,22/09/2019,19:45,Lazio,Parma,2,0,H
I1,24/09/2019,18:00,Verona,Udinese,0,0,D
I1,24/09/2019,20:00,Brescia,Juventus,1,2,A
I1,25/09/2019,18:00,Roma,Atalanta,0,2,A
I1,25/09/2019,20:00,Fiorentina,Sampdoria,2,1,H
I1,25/09/2019,20:00,Genoa,Bologna,0,0,D
I1,25/09/2019,20:00,Inter,Lazio,1,0,H
I1,25/09/2019,20:00,Napoli,Cagliari,0,1,A
I1,25/09/2019,20:00,Parma,Sassuolo,1,0,H
I1,25/09/2019,20:00,Spal,Lecce,1,3,A
I1,26/09/2019,20:00,Torino,Milan,2,1,H
I1,28/09/2019,14:00,Juventus,Spal,2,0,H
I1,28/09/2019,17:00,Sampdoria,Inter,1,3,A
I1,28/09/2019,19:45,Sassuolo,Atalanta,1,4,A
I1,29/09/2019,11:30,Napoli,Brescia,2,1,H
I1,29/09/2019,14:00,Lazio,Genoa,4,0,H
I1,29/09/2019,14:00,Lecce,Roma,0,1,A
I1,29/09/2019,14:00,Udinese,Bologna,1,0,H
I1,29/09/2019,17:00,Cagliari,Verona,1,1,D
I1,29/09/2019,19:45,Milan,Fiorentina,1,3,A
I1,30/09/2019,19:45,Parma,Torino,3,2,H
I1,5/10/19,14:00,Spal,Parma,1,0,H
I1,5/10/19,17:00,Verona,Sampdoria,2,0,H
I1,5/10/19,19:45,Genoa,Milan,1,2,A
I1,6/10/19,11:30,Fiorentina,Udinese,1,0,H
I1,6/10/19,14:00,Atalanta,Lecce,3,1,H
I1,6/10/19,14:00,Bologna,Lazio,2,2,D
I1,6/10/19,14:00,Roma,Cagliari,1,1,D
I1,6/10/19,17:00,Torino,Napoli,0,0,D
I1,6/10/19,19:45,Inter,Juventus,1,2,A
I1,19/10/2019,14:00,Lazio,Atalanta,3,3,D
I1,19/10/2019,17:00,Napoli,Verona,2,0,H
I1,19/10/2019,19:45,Juventus,Bologna,2,1,H
I1,20/10/2019,11:30,Sassuolo,Inter,3,4,A
I1,20/10/2019,14:00,Cagliari,Spal,2,0,H
I1,20/10/2019,14:00,Sampdoria,Roma,0,0,D
I1,20/10/2019,14:00,Udinese,Torino,1,0,H
I1,20/10/2019,17:00,Parma,Genoa,5,1,H
I1,20/10/2019,19:45,Milan,Lecce,2,2,D
I1,21/10/2019,19:45,Brescia,Fiorentina,0,0,D
I1,25/10/2019,19:45,Verona,Sassuolo,0,1,A
I1,26/10/2019,14:00,Lecce,Juventus,1,1,D
I1,26/10/2019,17:00,Inter,Parma,2,2,D
I1,26/10/2019,19:45,Genoa,Brescia,3,1,H
I1,27/10/2019,11:30,Bologna,Sampdoria,2,1,H
I1,27/10/2019,14:00,Atalanta,Udinese,7,1,H
I1,27/10/2019,14:00,Spal,Napoli,1,1,D
I1,27/10/2019,14:00,Torino,Cagliari,1,1,D
I1,27/10/2019,17:00,Roma,Milan,2,1,H
I1,27/10/2019,19:45,Fiorentina,Lazio,1,2,A
I1,29/10/2019,18:00,Parma,Verona,0,1,A
I1,29/10/2019,20:00,Brescia,Inter,1,2,A
I1,30/10/2019,18:00,Napoli,Atalanta,2,2,D
I1,30/10/2019,20:00,Cagliari,Bologna,3,2,H
I1,30/10/2019,20:00,Juventus,Genoa,2,1,H
I1,30/10/2019,20:00,Lazio,Torino,4,0,H
I1,30/10/2019,20:00,Sampdoria,Lecce,1,1,D
I1,30/10/2019,20:00,Sassuolo,Fiorentina,1,2,A
I1,30/10/2019,20:00,Udinese,Roma,0,4,A
I1,31/10/2019,20:00,Milan,Spal,1,0,H
I1,2/11/19,14:00,Roma,Napoli,2,1,H
I1,2/11/19,17:00,Bologna,Inter,1,2,A
I1,2/11/19,19:45,Torino,Juventus,0,1,A
I1,3/11/19,11:30,Atalanta,Cagliari,0,2,A
I1,3/11/19,14:00,Genoa,Udinese,1,3,A
I1,3/11/19,14:00,Lecce,Sassuolo,2,2,D
I1,3/11/19,14:00,Verona,Brescia,2,1,H
I1,3/11/19,17:00,Fiorentina,Parma,1,1,D
I1,3/11/19,19:45,Milan,Lazio,1,2,A
I1,4/11/19,19:45,Spal,Sampdoria,0,1,A
I1,8/11/19,19:45,Sassuolo,Bologna,3,1,H
I1,9/11/19,14:00,Brescia,Torino,0,4,A
I1,9/11/19,17:00,Inter,Verona,2,1,H
I1,9/11/19,19:45,Napoli,Genoa,0,0,D
I1,10/11/19,11:30,Cagliari,Fiorentina,5,2,H
I1,10/11/19,14:00,Lazio,Lecce,4,2,H
I1,10/11/19,14:00,Sampdoria,Atalanta,0,0,D
I1,10/11/19,14:00,Udinese,Spal,0,0,D
I1,10/11/19,17:00,Parma,Roma,2,0,H
I1,10/11/19,19:45,Juventus,Milan,1,0,H
I1,23/11/2019,14:00,Atalanta,Juventus,1,3,A
I1,23/11/2019,17:00,Milan,Napoli,1,1,D
I1,23/11/2019,19:45,Torino,Inter,0,3,A
I1,24/11/2019,11:30,Bologna,Parma,2,2,D
I1,24/11/2019,14:00,Roma,Brescia,3,0,H
I1,24/11/2019,14:00,Sassuolo,Lazio,1,2,A
I1,24/11/2019,14:00,Verona,Fiorentina,1,0,H
I1,24/11/2019,17:00,Sampdoria,Udinese,2,1,H
I1,25/11/2019,14:00,Lecce,Cagliari,2,2,D
I1,25/11/2019,19:45,Spal,Genoa,1,1,D
I1,30/11/2019,14:00,Brescia,Atalanta,0,3,A
I1,30/11/2019,17:00,Genoa,Torino,0,1,A
I1,30/11/2019,19:45,Fiorentina,Lecce,0,1,A
I1,1/12/19,11:30,Juventus,Sassuolo,2,2,D
I1,1/12/19,14:00,Inter,Spal,2,1,H
I1,1/12/19,14:00,Lazio,Udinese,3,0,H
I1,1/12/19,14:00,Parma,Milan,0,1,A
I1,1/12/19,17:00,Napoli,Bologna,1,2,A
I1,1/12/19,19:45,Verona,Roma,1,3,A
I1,2/12/19,19:45,Cagliari,Sampdoria,4,3,H
I1,6/12/19,19:45,Inter,Roma,0,0,D
I1,7/12/19,14:00,Atalanta,Verona,3,2,H
I1,7/12/19,17:00,Udinese,Napoli,1,1,D
I1,7/12/19,19:45,Lazio,Juventus,3,1,H
I1,8/12/19,11:30,Lecce,Genoa,2,2,D
I1,8/12/19,14:00,Sassuolo,Cagliari,2,2,D
I1,8/12/19,14:00,Spal,Brescia,0,1,A
I1,8/12/19,14:00,Torino,Fiorentina,2,1,H
I1,8/12/19,17:00,Sampdoria,Parma,0,1,A
I1,8/12/19,19:45,Bologna,Milan,2,3,A
I1,14/12/2019,14:00,Brescia,Lecce,3,0,H
I1,14/12/2019,17:00,Napoli,Parma,1,2,A
I1,14/12/2019,19:45,Genoa,Sampdoria,0,1,A
I1,15/12/2019,11:30,Verona,Torino,3,3,D
I1,15/12/2019,14:00,Bologna,Atalanta,2,1,H
I1,15/12/2019,14:00,Juventus,Udinese,3,1,H
I1,15/12/2019,14:00,Milan,Sassuolo,0,0,D
I1,15/12/2019,17:00,Roma,Spal,3,1,H
I1,15/12/2019,19:45,Fiorentina,Inter,1,1,D
I1,16/12/2019,19:45,Cagliari,Lazio,1,2,A
I1,18/12/2019,17:55,Sampdoria,Juventus,1,2,A
I1,18/12/2019,19:45,Brescia,Sassuolo,0,2,A
I1,20/12/2019,19:45,Fiorentina,Roma,1,4,A
I1,21/12/2019,14:00,Udinese,Cagliari,2,1,H
I1,21/12/2019,17:00,Inter,Genoa,4,0,H
I1,21/12/2019,19:45,Torino,Spal,1,2,A
I1,22/12/2019,11:30,Atalanta,Milan,5,0,H
I1,22/12/2019,14:00,Lecce,Bologna,2,3,A
I1,22/12/2019,14:00,Parma,Brescia,1,1,D
I1,22/12/2019,19:45,Sassuolo,Napoli,1,2,A
I1,5/1/20,11:30,Brescia,Lazio,1,2,A
I1,5/1/20,14:00,Spal,Verona,0,2,A
I1,5/1/20,17:00,Genoa,Sassuolo,2,1,H
I1,5/1/20,19:45,Roma,Torino,0,2,A
I1,6/1/20,11:30,Bologna,Fiorentina,1,1,D
I1,6/1/20,14:00,Atalanta,Parma,5,0,H
I1,6/1/20,14:00,Juventus,Cagliari,4,0,H
I1,6/1/20,14:00,Milan,Sampdoria,0,0,D
I1,6/1/20,17:00,Lecce,Udinese,0,1,A
I1,6/1/20,19:45,Napoli,Inter,1,3,A
I1,11/1/20,14:00,Cagliari,Milan,0,2,A
I1,11/1/20,17:00,Lazio,Napoli,1,0,H
I1,11/1/20,19:45,Inter,Atalanta,1,1,D
I1,12/1/20,11:30,Udinese,Sassuolo,3,0,H
I1,12/1/20,14:00,Fiorentina,Spal,1,0,H
I1,12/1/20,14:00,Sampdoria,Brescia,5,1,H
I1,12/1/20,14:00,Torino,Bologna,1,0,H
I1,12/1/20,17:00,Verona,Genoa,2,1,H
I1,12/1/20,19:45,Roma,Juventus,1,2,A
I1,13/01/2020,19:45,Parma,Lecce,2,0,H
I1,18/01/2020,14:00,Lazio,Sampdoria,5,1,H
I1,18/01/2020,17:00,Sassuolo,Torino,2,1,H
I1,18/01/2020,19:45,Napoli,Fiorentina,0,2,A
I1,19/01/2020,11:30,Milan,Udinese,3,2,H
I1,19/01/2020,14:00,Bologna,Verona,1,1,D
I1,19/01/2020,14:00,Brescia,Cagliari,2,2,D
I1,19/01/2020,14:00,Lecce,Inter,1,1,D
I1,19/01/2020,17:00,Genoa,Roma,1,3,A
I1,19/01/2020,19:45,Juventus,Parma,2,1,H
I1,20/01/2020,19:45,Atalanta,Spal,1,2,A
I1,24/01/2020,19:45,Brescia,Milan,0,1,A
I1,25/01/2020,14:00,Spal,Bologna,1,3,A
I1,25/01/2020,17:00,Fiorentina,Genoa,0,0,D
I1,25/01/2020,19:45,Torino,Atalanta,0,7,A
I1,26/01/2020,11:30,Inter,Cagliari,1,1,D
I1,26/01/2020,14:00,Parma,Udinese,2,0,H
I1,26/01/2020,14:00,Sampdoria,Sassuolo,0,0,D
I1,26/01/2020,14:00,Verona,Lecce,3,0,H
I1,26/01/2020,17:00,Roma,Lazio,1,1,D
I1,26/01/2020,19:45,Napoli,Juventus,2,1,H
I1,1/2/20,14:00,Bologna,Brescia,2,1,H
I1,1/2/20,17:00,Cagliari,Parma,2,2,D
I1,1/2/20,19:45,Sassuolo,Roma,4,2,H
I1,2/2/20,11:30,Juventus,Fiorentina,3,0,H
I1,2/2/20,14:00,Atalanta,Genoa,2,2,D
I1,2/2/20,14:00,Lazio,Spal,5,1,H
I1,2/2/20,14:00,Milan,Verona,1,1,D
I1,2/2/20,17:00,Lecce,Torino,4,0,H
I1,2/2/20,19:45,Udinese,Inter,0,2,A
I1,3/2/20,19:45,Sampdoria,Napoli,2,4,A
I1,5/2/20,19:45,Lazio,Verona,0,0,D
I1,7/2/20,19:45,Roma,Bologna,2,3,A
I1,8/2/20,14:00,Fiorentina,Atalanta,1,2,A
I1,8/2/20,17:00,Torino,Sampdoria,1,3,A
I1,8/2/20,19:45,Verona,Juventus,2,1,H
